v4_0,financial-and-calendar-years,Time,uk-only,Geography,quintile,Quintile,averages-and-percentiles,AveragesAndPercentiles,income-type,Income,value-deflation,Deflation
11152,1991,1991,K02000001,United Kingdom,all,All,median,Median,final,Final,undeflated-value,Undeflated value
23414,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
12052,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,deflated-value,Deflated value
7971,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
15601,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
15381,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,deflated-value,Deflated value
22896,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,deflated-value,Deflated value
5658,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,undeflated-value,Undeflated value
9515,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,undeflated-value,Undeflated value
12114,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,undeflated-value,Undeflated value
11038,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,undeflated-value,Undeflated value
21806,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,deflated-value,Deflated value
14349,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,deflated-value,Deflated value
33160,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,original,Original,deflated-value,Deflated value
6134,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
11369,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
24325,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,deflated-value,Deflated value
16003,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
34645,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,deflated-value,Deflated value
30096,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,original,Original,undeflated-value,Undeflated value
16794,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,undeflated-value,Undeflated value
25887,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,deflated-value,Deflated value
26487,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,original,Original,deflated-value,Deflated value
3765,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
8890,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
30868,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,undeflated-value,Undeflated value
10042,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,deflated-value,Deflated value
10185,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,deflated-value,Deflated value
14395,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
22346,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
6695,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,undeflated-value,Undeflated value
8537,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,undeflated-value,Undeflated value
13856,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
10818,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
30231,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,deflated-value,Deflated value
12503,1991,1991,K02000001,United Kingdom,all,All,median,Median,original,Original,undeflated-value,Undeflated value
8731,1991,1991,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
17093,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,deflated-value,Deflated value
20493,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,deflated-value,Deflated value
24857,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,deflated-value,Deflated value
20075,1991,1991,K02000001,United Kingdom,all,All,median,Median,final,Final,deflated-value,Deflated value
34701,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,undeflated-value,Undeflated value
19922,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
19495,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
27734,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
28082,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
35130,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,deflated-value,Deflated value
43344,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,deflated-value,Deflated value
42147,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
9496,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
13513,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
14381,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,undeflated-value,Undeflated value
12414,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
27811,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,deflated-value,Deflated value
24942,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,deflated-value,Deflated value
22462,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
39276,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,final,Final,deflated-value,Deflated value
55566,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,deflated-value,Deflated value
21819,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,final,Final,undeflated-value,Undeflated value
9132,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,deflated-value,Deflated value
11043,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
13408,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,deflated-value,Deflated value
20464,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
20121,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,deflated-value,Deflated value
4866,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
18421,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,original,Original,undeflated-value,Undeflated value
10830,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
8760,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,deflated-value,Deflated value
2990,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,deflated-value,Deflated value
11619,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,deflated-value,Deflated value
19246,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,undeflated-value,Undeflated value
19516,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
24079,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
19870,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,deflated-value,Deflated value
6777,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,deflated-value,Deflated value
15367,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,deflated-value,Deflated value
15829,1991,1991,K02000001,United Kingdom,3rd,3rd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
54176,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,original,Original,deflated-value,Deflated value
49924,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
23630,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,final,Final,deflated-value,Deflated value
6455,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,undeflated-value,Undeflated value
12720,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,undeflated-value,Undeflated value
13127,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,final,Final,undeflated-value,Undeflated value
11387,1991,1991,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,undeflated-value,Undeflated value
6334,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
25858,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,final,Final,deflated-value,Deflated value
63948,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,deflated-value,Deflated value
45144,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
62465,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,deflated-value,Deflated value
20498,1991,1991,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,deflated-value,Deflated value
35861,1991,1991,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
6010,1991,1991,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
15716,1991,1991,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,deflated-value,Deflated value
14365,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
17127,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,deflated-value,Deflated value
22507,1991,1991,K02000001,United Kingdom,all,All,median,Median,original,Original,deflated-value,Deflated value
5579,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,undeflated-value,Undeflated value
5073,1991,1991,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,undeflated-value,Undeflated value
7449,1991,1991,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,undeflated-value,Undeflated value
1661,1991,1991,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,undeflated-value,Undeflated value
11385,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
18399,1991,1991,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,undeflated-value,Undeflated value
15450,1991,1991,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
14714,1991,1991,K02000001,United Kingdom,all,All,mean,Mean,original,Original,undeflated-value,Undeflated value
13809,1991,1991,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,undeflated-value,Undeflated value
13815,1991,1991,K02000001,United Kingdom,all,All,median,Median,gross,Gross,undeflated-value,Undeflated value
25079,1991,1991,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,undeflated-value,Undeflated value
15463,2020-21,2020-21,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,deflated-value,Deflated value
11901,2020-21,2020-21,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,deflated-value,Deflated value
52063,2020-21,2020-21,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,deflated-value,Deflated value
11681,2020-21,2020-21,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
20666,2020-21,2020-21,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,undeflated-value,Undeflated value
6190,2020-21,2020-21,K02000001,United Kingdom,1st,1st,median,Median,original,Original,deflated-value,Deflated value
6576,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
82879,2020-21,2020-21,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,deflated-value,Deflated value
26804,2020-21,2020-21,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
8196,2020-21,2020-21,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,undeflated-value,Undeflated value
10255,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,undeflated-value,Undeflated value
19834,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
52673,2020-21,2020-21,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
48835,2020-21,2020-21,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,undeflated-value,Undeflated value
78131,2020-21,2020-21,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
30216,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,undeflated-value,Undeflated value
26831,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,undeflated-value,Undeflated value
12160,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,undeflated-value,Undeflated value
45626,2020-21,2020-21,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
49823,2020-21,2020-21,K02000001,United Kingdom,4th,4th,median,Median,original,Original,deflated-value,Deflated value
37359,2020-21,2020-21,K02000001,United Kingdom,all,All,median,Median,final,Final,undeflated-value,Undeflated value
48723,2020-21,2020-21,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,undeflated-value,Undeflated value
11901,2020-21,2020-21,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
21481,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,undeflated-value,Undeflated value
37749,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,undeflated-value,Undeflated value
35505,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,undeflated-value,Undeflated value
11681,2020-21,2020-21,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
21481,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,deflated-value,Deflated value
31383,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,deflated-value,Deflated value
37318,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,deflated-value,Deflated value
8860,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
110132,2020-21,2020-21,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,deflated-value,Deflated value
81527,2020-21,2020-21,K02000001,United Kingdom,5th,5th,median,Median,original,Original,deflated-value,Deflated value
23396,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,deflated-value,Deflated value
26831,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,deflated-value,Deflated value
38148,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,deflated-value,Deflated value
32488,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,deflated-value,Deflated value
27490,2020-21,2020-21,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
41470,2020-21,2020-21,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,deflated-value,Deflated value
45626,2020-21,2020-21,K02000001,United Kingdom,4th,4th,median,Median,final,Final,deflated-value,Deflated value
64411,2020-21,2020-21,K02000001,United Kingdom,5th,5th,median,Median,final,Final,deflated-value,Deflated value
18392,2020-21,2020-21,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
12739,2020-21,2020-21,K02000001,United Kingdom,all,All,mean,Mean,final,Final,undeflated-value,Undeflated value
34021,2020-21,2020-21,K02000001,United Kingdom,all,All,median,Median,original,Original,undeflated-value,Undeflated value
6096,2020-21,2020-21,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,undeflated-value,Undeflated value
6190,2020-21,2020-21,K02000001,United Kingdom,1st,1st,median,Median,original,Original,undeflated-value,Undeflated value
23378,2020-21,2020-21,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
